school_id,school_name,IDDIST,num_test_takers,test_coverage,average_score,zone
207795,5040 PEDRO RUIZ,070101,38,90.47619,624.540697,Port
207845,5031 CESAR VALLEJO,070101,53,94.642857,581.662211,Port
207852,5032 ENRIQUE DEL HORME,070101,52,96.296296,590.868747,Port
207894,5019 - AUGUSTO CAZORLA,070101,68,100.0,564.494987,Port
207985,5023 ABELARDO GAMARRA,070101,77,98.717949,636.268876,Port
207993,5024,070101,91,96.808511,672.08237,Port
208025,REPUBLICA DE VENEZUELA,070101,49,96.078431,618.832045,Port
208330,4010 HERMANOS RAFAEL SAMUEL Y EMILIO MOISES GOMEZ PAQUIYAURI,070101,94,97.916667,706.544162,Port
208348,4011 LA TABOADA DE LAS FRESAS,070101,26,96.296296,636.798901,Port
208389,4016 NESTOR GAMBETA BONATTI,070101,140,95.890411,644.956065,Port
208405,4018 ABRAHAM VALDELOMAR,070101,38,92.682927,622.228753,Port
208413,5001 LUISA DE SABOGAL,070101,37,97.368421,610.961414,Port
208462,5003 - VIRGEN DE LA I. CONCEPCION,070101,48,85.714286,508.491283,Port
208496,5005 GENMO DON JOSE DE SAN MARTIN,070101,134,95.714286,585.213934,Port
208520,5006 ALBERTO SECADA,070101,51,85.0,571.946227,Port
208538,5007 NUESTRA SEÑORA DE GUADALUPE,070101,25,75.757576,518.710583,Port
208561,4006 SANTA ROSA DE AMERICA,070101,62,96.875,602.700401,Port
208579,4007 VIRGEN DEL PILAR,070101,43,89.583333,701.56542,Port
208587,4008 NUESTRA SEÑORA DE FATIMA,070101,21,87.5,582.738075,Port
208736,4001 DOS DE MAYO,070101,28,96.551724,598.652068,Port
208751,4003 SANTA MARIA MAZZARELLO,070101,30,100.0,830.150564,Port
215590,5042 - JUAN FRANCISCO DE LA BODEGA Y CUADRA,070101,98,89.908257,664.904445,Port
215657,5046 - JOSE GALVEZ EGUSQUIZA,070101,75,97.402597,619.808634,Port
215665,5045 MARIA REICHE,070101,11,78.571429,629.662391,Port
215707,5048 MARISCAL RAMON CASTILLA,070101,74,90.243902,618.177042,Port
215723,5049 EMMA DETTMANN DE GUTIERREZ,070101,38,97.435897,654.07694,Port
215863,5036 RAFAEL BELAUNDE DIEZ CANSECO,070101,36,100.0,701.9308,Port
215897,5037 ALMIRANTE MIGUEL GRAU,070101,81,93.103448,613.910544,Port
215921,5039 DIVINA PASTORA,070101,21,91.304348,584.285908,Port
488825,JUAN INGUNZA VALDIVIA,070101,118,97.520661,697.437317,Port
514224,5010,070101,58,89.230769,651.843585,Port
524462,5076 NSTRA. SRA.DE LAS MERCEDES,070101,184,97.354497,636.371079,Port
526301,5075 INCA GARCILASO DE LA VEGA,070101,56,91.803279,734.89433,Port
526400,5074 ALCIDES SPELUCIN VEGA,070101,115,90.551181,674.303329,Port
528794,2093 SANTA ROSA,070101,30,93.75,740.599002,Port
541995,5033 - LAS 200 MILLAS,070101,91,98.913043,647.176531,Port
555987,5026 JOSE MARIA ARGUEDAS,070101,83,96.511628,681.660102,Port
649277,3090 FRANCO PERUANO,070101,79,95.180723,694.359297,Port
656843,5078 JOSE A.QUIÑONES GONZALES,070101,23,85.185185,657.885831,Port
659672,5079 JORGE CHAVEZ DARTNELL,070101,70,97.222222,610.176382,Port
659698,5082 SARITA COLONIA,070101,57,96.610169,681.905908,Port
659706,5083 SAN MARTIN DE PORRES,070101,129,93.478261,642.742442,Port
659714,5080 SOR ANA DE LOS ANGELES,070101,198,93.838863,691.791846,Port
659938,5084 - CARLOS PHILLIPS,070101,146,93.589744,752.457875,Port
728634,5085 RAMIRO PRIALE PRIALE,070101,41,97.619048,611.267255,Port
780734,5089 VIRGEN MARIA,070101,76,95.0,659.040114,Port
781773,5092 SANTA ROSA DE LIMA,070101,40,97.560976,666.304448,Port
781864,5095 JULIO RAMON RIBEYRO,070101,97,98.979592,692.961972,Port
782615,5097 SAN JUAN MACIAS,070101,99,97.058824,677.606485,Port
1084987,SAN VICENTE,070101,27,100.0,567.300035,Port
1085539,AGUSTIN DE HIPONA,070101,34,100.0,675.810547,Port
1222553,JUAN LINARES ROJAS,070101,67,62.037037,686.00891,Port
1273317,SAN MIGUEL,070101,30,100.0,775.491609,Port
1381342,5136 FERNANDO BELAUNDE TERRY,070101,17,89.473684,584.968864,Port
1383181,5139 LAS COLINAS,070101,59,95.16129,707.686539,Port
1670579,MONSEÑOR RICARDO DURAND,070101,24,100.0,695.822442,Port
207803,5041,070103,32,74.418605,672.498894,Port
208116,5030 TNTE. CRNEL. LEOPOLDO PEREZ SALMON,070103,105,98.130841,746.748714,Port
208371,4015 AUGUSTO SALAZAR BONDY,070103,67,95.714286,641.840367,Port
215616,5043 SAN MARTIN DE PORRES,070103,69,94.520548,657.916981,Port
215632,5044 - BANDERA DE LA PAZ,070103,112,94.117647,675.926892,Port
215848,5035,070103,36,81.818182,639.049997,Port
207951,5022 FRANCISCO IZQUIERDO RIOS,070102,41,89.130435,605.091964,Port
488817,DORA MAYER,070102,117,96.694215,763.697614,Port
556290,5050 SAN PEDRO,070102,68,88.311688,641.662045,Port
556597,5011 DARIO ARRUS CUESTAS,070102,73,92.405063,660.541235,Port
598482,5017 VIRGEN DEL CARMEM,070102,53,98.148148,648.151119,Port
824003,GENERAL PRADO,070102,90,96.774194,600.490454,Port
208058,5027 ARTURO TIMORAN DE LA H.,070104,90,95.744681,640.311314,Port
208082,5028 SANTA RITA DE CASIA,070104,10,83.333333,528.067179,Port
208546,4004 SAN MARTIN DE PORRES,070104,102,95.327103,626.288391,Port
208553,4005 ALMTE. MIGUEL GRAU SEMINARIO,070104,21,84.0,782.498651,Port
555599,JOSE OLAYA BALANDRA,070104,17,77.272727,660.466268,Port
664136,LICEO NAVAL CAPITAN DE NAVIO GERMAN ASTETE,070104,68,98.550725,679.174615,Port
208207,5013 - JOSE GALVEZ BARRENECHEA,070105,49,96.078431,638.415484,Port
208652,5051 VIRGEN DE FATIMA,070106,131,97.761194,692.406118,Port
208694,5052 VIRGEN DE LA MERCED,070106,103,91.150442,708.527535,Port
208710,5053 - VICTOR ANDRES BELAUNDE,070106,172,92.972973,692.206491,Port
215277,LICEO NAVAL CAPITAN DE CORBETA MANUEL CLAVERO,070106,100,100.0,643.977215,Port
468611,4021,070106,89,88.118812,584.414283,Port
488841,NUESTRA SEÑORA DE BELEN,070106,68,89.473684,649.157184,Port
499236,4020 JOSE SANTOS CHOCANO,070106,34,89.473684,581.848435,Port
601781,FE Y ALEGRIA 29,070106,98,100.0,757.351171,Port
659664,5077 - JOSE FAUSTINO SANCHEZ CARRION,070106,159,95.209581,715.038795,Port
662841,3089 LOS ANGELES,070106,75,98.684211,584.179458,Port
780700,5090 ANTONIA MORENO DE CACERES,070106,63,98.4375,591.706093,Port
780767,5088 HEROES DEL PACIFICO,070106,62,88.571429,627.40227,Port
780791,5087,070106,60,98.360656,658.655943,Port
780825,5086 POLITECNICO DE VENTANILLA,070106,127,98.449612,719.394808,Port
781740,5091 HIJOS DE GRAU,070106,39,88.636364,602.446006,Port
781807,5093 ANTONIO RAYMONDI,070106,133,96.376812,715.0248,Port
781831,5094 NACIONES UNIDAS,070106,106,90.598291,636.063025,Port
781898,5096,070106,50,92.592593,696.351231,Port
855791,FE Y ALEGRIA 43,070106,104,100.0,761.225159,Port
1083518,5116 DIVINO CREADOR,070106,69,98.571429,717.65907,Port
1195114,5117 JORGE PORTOCARRERO REBAZA,070106,177,89.847716,640.556088,Port
1195478,5118 - CMDTE JUAN VALER SANDOVAL,070106,96,82.051282,721.109525,Port
1238229,5120,070106,56,93.333333,721.019864,Port
1238542,5121 PEDRO PLANAS,070106,79,89.772727,711.22718,Port
1238708,5123 FRANCISCO BOLOGNESI CERVANTES,070106,64,96.969697,659.239313,Port
1262542,5125 CASUARINAS,070106,117,99.152542,631.214017,Port
1264639,5124 LIBERTADOR SIMON BOLIVAR,070106,93,92.079208,703.597852,Port
1269083,5127 MARTIR JOSE OLAYA,070106,138,89.032258,730.67632,Port
1273150,SAN JUAN MACIAS DE PACHACUTEC,070106,30,100.0,707.175079,Port
1273234,COPRODELI SAN FRANCISCO SOLANO,070106,52,98.113208,864.359621,Port
1364967,5142 VIRGEN DE GUADALUPE,070106,64,95.522388,616.131861,Port
1380567,5122 JOSE ANDRES RAZURI ESTEVEZ,070106,87,98.863636,603.026183,Port
1380682,SAN MARTIN DE PACHACUTEC,070106,35,100.0,712.439828,Port
1380690,5128 SAGRADO CORAZON DE MARIA,070106,160,96.385542,665.443387,Port
1381078,5130 PACHACUTEC,070106,159,94.642857,688.070569,Port
1381110,5129 VENCEDORES DE PACHACUTEC,070106,114,92.682927,616.823125,Port
1381151,5130-1 LOS LICENCIADOS,070106,82,87.234043,671.213358,Port
1381359,5135 LA SALLE,070106,52,98.113208,630.720255,Port
1381581,5130-3 VICTOR RAUL HAYA DE LA TORRE,070106,47,92.156863,648.379825,Port
1381862,FE Y ALEGRIA 59,070106,76,98.701299,678.606238,Port
1381979,5137,070106,56,87.5,647.53701,Port
1382928,5141 DIVINO MAESTRO,070106,63,95.454545,655.005668,Port
1383157,5140 PRESIDENTE DE LA REPUBLICA DE COLOMBIA - DR ALVARO URIBE VELEZ,070106,116,100.0,643.665765,Port
1425982,5144 DIVINO CRISTO EN LAS ALTURAS,070106,41,89.130435,650.874302,Port
1437714,5145,070106,70,89.74359,597.163581,Port
1438027,ESCUELA HOGAR COMUNITARIA REGIONAL SAGRADA FAMILIA,070106,68,95.774648,624.220097,Port
1451244,5146,070106,64,92.753623,652.077236,Port
1520279,SANTA MARIA ASUNTA AL CIELO,070106,30,100.0,737.871785,Port
1538461,FE Y ALEGRIA 76,070106,38,100.0,723.355876,Port
1619204,5147,070106,40,90.909091,588.338779,Port
1642008,5148,070106,21,87.5,707.631549,Port
217554,3010 RAMON CASTILLA,150128,28,87.5,640.230687,Old town
432906,INSTITUTO SEVILLA,150128,43,100.0,598.12486,Old town
433243,3001 ESTADOS UNIDOS MEXICANOS,150128,53,88.333333,684.475552,Old town
433276,3002-A MANUEL PARDO,150128,46,79.310345,619.441489,Old town
433300,3003 SAN CRISTOBAL,150128,64,90.140845,668.954797,Old town
433326,3004 ESPAÑA,150128,35,97.222222,551.834286,Old town
433367,3006 JOSE ERNESTO ECHENIQUE RODRIGUEZ,150128,47,87.037037,613.12072,Old town
433474,3012 EL ALTILLO,150128,52,91.22807,706.634449,Old town
433490,3013,150128,37,92.5,581.196585,Old town
433516,2083 VIRGEN DEL CARMEN,150128,150,98.039216,590.025139,Old town
433540,2099 ROSA MERINO,150128,140,97.222222,617.018815,Old town
433581,3015 LOS ANGELES DE JESUS,150128,47,95.918367,620.751478,Old town
433623,3017 INMACULADA CONCEPCION,150128,67,93.055556,556.51871,Old town
433649,3019 PATRICIA TERESA RODRIGUEZ,150128,47,92.156863,529.903378,Old town
433680,3021 SAN JUAN MACIAS,150128,49,89.090909,735.43933,Old town
436154,2001 TNTE. CRNL. ALFREDO BONIFAZ,150128,115,100.0,780.674174,Old town
436162,2002 MARISCAL RAMON CASTILLA,150128,42,93.333333,551.224296,Old town
436170,2004,150128,19,82.608696,572.931635,Old town
436774,2073 RICARDO BENTIN,150128,117,95.121951,565.168294,Old town
436782,2074 MARIA PARADO BELLIDO,150128,136,97.841727,577.49664,Old town
566216,2063 CORONEL JOSE FELIX BOGADO,150128,65,90.277778,531.739718,Old town
596833,3075 PATRICIA FRANCISCA SILVA DE PAGADOR,150128,54,94.736842,686.287383,Old town
1010107,NACIONAL DE MUJERES DEL RIMAC,150128,79,91.860465,571.80415,Old town
305789,6051 MERCEDES INDACOCHEA,150104,90,93.75,627.360619,High income Lima
322461,7032 VIRGEN DEL PILAR,150104,37,92.5,609.700881,High income Lima
322677,7043 CORAZON DE JESUS,150104,24,85.714286,520.733308,High income Lima
322727,7047 TACNA,150104,58,96.666667,631.052246,High income Lima
322743,7048 MANUEL MONTERO BERNALES,150104,89,95.698925,653.936547,High income Lima
322768,7049 JOSE ABELARDO QUIÑONES,150104,17,80.952381,639.441107,High income Lima
322784,7050 NICANOR RIVERA CACERES,150104,68,88.311688,603.228651,High income Lima
323733,7053 REINO DE ESPAÑA,150104,44,95.652174,759.802191,High income Lima
328286,6052 JOSE MARIA EGUREN,150104,100,94.339623,611.666866,High income Lima
482109,7701 NUESTRA SEÑORA DEL CARMEN,150104,27,100.0,650.53612,High income Lima
314906,1205 ABELARDO QUIÑONES,150118,30,96.774194,667.322378,East Lima
317263,0033 VIRGILIO ESPINOZA BARRIOS,150118,76,95.0,618.294952,East Lima
317305,0051 JOSE F. SANCHEZ CARRION,150118,132,100.0,713.530976,East Lima
317313,0052,150118,27,100.0,627.151262,East Lima
317347,0055 MANUEL GONZALES PRADA,150118,54,94.736842,710.209565,East Lima
317370,0058,150118,133,100.0,694.192792,East Lima
317388,0059 SANTA MARIA GORETTI,150118,65,97.014925,637.758368,East Lima
317396,0060,150118,5,71.428571,486.600118,East Lima
317438,0063,150118,22,75.862069,650.360751,East Lima
317453,0065 MARISCAL ANDRES A. CACERES,150118,32,91.428571,758.694571,East Lima
317461,PLANTELES DE APLICACION DE UNE,150118,52,98.113208,635.5921,East Lima
317586,0502 ENRIQUE LOPEZ ALBUJAR,150118,11,91.666667,529.466175,East Lima
319087,1190 F.HUAMAN POMA DE AYALA,150118,105,100.0,638.957827,East Lima
319145,1193 EMILIO DEL SOLAR,150118,80,100.0,595.235329,East Lima
319160,1194,150118,28,93.333333,665.97361,East Lima
319186,1195 CESAR VALLEJO,150118,19,95.0,670.284424,East Lima
319202,1196,150118,15,100.0,576.163621,East Lima
319228,1197 NICOLAS DE PIEROLA,150118,30,93.75,527.267164,East Lima
319244,1198,150118,46,95.833333,661.789934,East Lima
319285,1200 SANTA MARIA,150118,14,87.5,554.320304,East Lima
511824,1206 DANIEL ALCIDES CARRION,150118,25,92.592593,670.46799,East Lima
512020,NUESTRA SEÑORA DE LA SABIDURIA,150118,59,100.0,696.953422,East Lima
527176,1223,150118,13,81.25,515.195659,East Lima
542928,1224,150118,50,89.285714,669.072381,East Lima
561662,0027 SAN ANTONIO JICAMARCA,150118,178,93.193717,651.211106,East Lima
649947,1233 MANUEL FERNANDO CABREL NICHO,150118,79,85.869565,628.079561,East Lima
652081,1234,150118,28,84.848485,630.784025,East Lima
743930,1250,150118,28,96.551724,676.505154,East Lima
778076,FE Y ALEGRIA 41,150118,95,97.938144,652.977406,East Lima
1041276,1267,150118,65,84.415584,567.249375,East Lima
1041318,1275,150118,29,87.878788,644.092536,East Lima
1041359,1276,150118,42,91.304348,516.552418,East Lima
1041391,1277,150118,63,98.4375,595.556628,East Lima
1041433,1282 AYMON LA CRUZ LOPEZ,150118,38,95.0,644.974488,East Lima
1041474,1284,150118,14,73.684211,570.706118,East Lima
1313444,CORAZON DE JESUS DE JICAMARCA,150118,91,95.789474,655.166712,East Lima
1325513,PABLO PATRON,150118,16,100.0,657.288156,East Lima
1347798,PADRE MIGUEL MARINA,150118,34,91.891892,624.366544,East Lima
1506823,FE Y ALEGRIA 58 MARY WARD,150118,89,96.73913,728.190836,East Lima
1695220,JOSEFA CARRILLO Y ALBORNOZ,150118,26,100.0,540.565604,East Lima
1720432,GOTITAS DE AMOR,150118,23,92.0,490.088206,East Lima
1721448,SEMILLITAS DEL VALLECITO IV,150118,21,100.0,537.004834,East Lima
315275,1207,150114,38,100.0,639.618219,High income Lima
317206,0028 JESUS Y MARIA,150114,28,96.551724,586.058224,High income Lima
318998,1140 AURELIO MIRO QUESADA SOSA,150114,179,94.210526,693.043046,High income Lima
323410,FAP JOSE ABELARDO QUIÑONES,150114,83,93.258427,686.720871,High income Lima
527473,1220 SAN JOSE MARELLO,150114,99,98.019802,645.249482,High income Lima
601716,1230,150114,100,93.457944,669.665326,High income Lima
649913,1235 UNION LATINOAMERICANA,150114,134,97.101449,701.651178,High income Lima
705376,MAYOR PIP FELIX ROMAN TELLO ROJAS,150114,74,97.368421,652.16688,High income Lima
1065622,1278 MIXTO LA MOLINA,150114,114,97.435897,659.671391,High income Lima
1065945,1286 HEROES DEL CENEPA,150114,30,88.235294,684.189566,High income Lima
317040,ISABEL LA CATOLICA,150115,122,96.062992,646.364962,Old town
317073,020 MADRE TERESA DE CALCUTA,150115,24,85.714286,611.979828,Old town
317107,CESAR VALLEJO,150115,112,97.391304,652.110658,Old town
317578,501 MONSEÑOR DAMASO LEBERGERE,150115,34,97.142857,575.935768,Old town
318303,1105 LA SAGRADA FAMILIA,150115,72,91.139241,633.565315,Old town
318352,1107 JAVIER PRADO,150115,48,94.117647,536.581372,Old town
318436,1110 REPUBLICA DE PANAMA,150115,76,97.435897,597.823736,Old town
318451,1111 JOSE ANTONIO ENCINAS,150115,80,95.238095,672.559791,Old town
318477,1112 VICTOR ANDRES BELAUNDE,150115,59,96.721311,616.008794,Old town
318576,1117 ANDRES AVELINO ARAMBURU,150115,20,90.909091,527.651649,Old town
318584,1201 PAUL HARRIS,150115,33,89.189189,552.51899,Old town
318618,1119 NUESTRA SEÑORA DEL ROSARIO DE FATIMA,150115,77,100.0,631.832267,Old town
318642,1120 PEDRO A. LABARTHE,150115,157,88.202247,643.422524,Old town
318683,1123 SAGRADO CORAZON DE JESUS,150115,76,98.701299,628.510701,Old town
318709,1124 JOSE MARTI,150115,69,85.185185,526.050996,Old town
318741,1127 LINCOLN,150115,86,95.555556,607.425975,Old town
318782,1129 CORAZON DE JESUS,150115,29,93.548387,581.488766,Old town
318824,1131 ROMULO ADRIAN CORDOVA HUAMAN,150115,52,88.135593,538.81448,Old town
864033,093 MANUELA FELICIA GOMEZ,150115,55,98.214286,549.500208,Old town
1008127,055,150115,32,94.117647,676.548972,Old town
1343912,TUPAC AMARU,150115,36,97.297297,620.701387,Old town
317131,0024 PEDRO ENRIQUE GONZALES SOTO,150103,179,98.351648,633.943042,East Lima
317156,0025 SAN MARTIN DE PORRES,150103,130,95.588235,617.239216,East Lima
317172,0026 AICHI NAGOYA,150103,58,93.548387,681.412446,East Lima
317214,0029 MARCO PUENTE LLANOS,150103,71,97.260274,636.844503,East Lima
317230,0031 ROBERT F. KENNEDY,150103,16,94.117647,668.440011,East Lima
317255,0032 RAUL PORRAS BARRENECHEA,150103,44,93.617021,648.190289,East Lima
317289,0034,150103,109,91.596639,698.493243,East Lima
317479,0067 SANTA ELENA,150103,61,98.387097,649.370559,East Lima
317495,0074 FERNANDO BELAUNDE TERRY,150103,35,92.105263,581.985822,East Lima
317560,500 EL BOSQUE,150103,43,95.555556,729.646706,East Lima
318907,1135,150103,172,91.97861,679.015819,East Lima
318923,1136 JOHN F. KENNEDY,150103,39,97.5,654.80246,East Lima
318931,1209 MARISCAL TORIBIO DE LUZURIAGA,150103,109,99.090909,669.303032,East Lima
318964,1138 JOSE ABELARDO QUIÑONES,150103,91,97.849462,651.671942,East Lima
319004,1142,150103,69,97.183099,652.526092,East Lima
319020,1143 DOMINGO FAUSTINO SARMIENTO,150103,261,98.120301,711.709816,East Lima
328153,6039 FERNANDO CARBAJAL SEGURA,150103,52,94.545455,644.428898,East Lima
495085,1213,150103,57,98.275862,702.059758,East Lima
495093,1203,150103,125,97.65625,652.857547,East Lima
495176,1215 SAN JUAN PARIACHI,150103,53,100.0,670.147928,East Lima
510503,114 VIRGEN DE CHAPI,150103,24,96.0,519.500449,East Lima
513614,1208 SAN FRANCISCO DE ASIS,150103,11,91.666667,715.679774,East Lima
513713,1212 GRUMETE MEDINA,150103,42,93.333333,573.643487,East Lima
527275,1222 HUSARES DE JUNIN,150103,136,94.444444,699.3527,East Lima
542423,1227 INDIRA GANDHI,150103,78,91.764706,610.019055,East Lima
542720,1226,150103,67,98.529412,677.995569,East Lima
589390,1228 LEONCIO PRADO,150103,125,97.65625,642.288156,East Lima
601708,1229 CAP. JULIO A. PONCE ANTUNEZ DE MAYOLO,150103,59,88.059701,661.823988,East Lima
603738,1231 JOSE L. BUSTAMANTE Y RIVERO,150103,53,92.982456,650.887076,East Lima
691782,1237 JORGE D. GILES LLANOS,150103,198,92.093023,685.217215,East Lima
691808,1239,150103,69,94.520548,535.382258,East Lima
691881,1236,150103,166,98.224852,678.214756,East Lima
705129,1243 SAN ROQUE,150103,17,89.473684,501.401595,East Lima
705137,1244 MICAELA BASTIDAS,150103,75,87.209302,654.684524,East Lima
705145,1245 JOSE CARLOS MARIATEGUI,150103,154,99.354839,693.663924,East Lima
743708,1247,150103,38,88.372093,661.301587,East Lima
743716,1248 5 DE ABRIL,150103,92,100.0,640.840441,East Lima
743724,1249 JAVIER HERAUD,150103,26,89.655172,639.829958,East Lima
762120,1251 PERUANO SUIZO,150103,85,98.837209,569.847785,East Lima
765099,1252 SANTA ISABEL,150103,75,96.153846,585.592816,East Lima
765115,1254 MARIA REICHE NEWMAN,150103,83,97.647059,643.469118,East Lima
765123,1255,150103,101,87.068966,678.802828,East Lima
765149,1257 REINO UNIDO DE GRAN BRETAÑA,150103,49,92.45283,786.330829,East Lima
765156,1258 SEBASTIAN LORENTE,150103,126,97.674419,608.32958,East Lima
765164,1260 EL AMAUTA,150103,89,96.73913,607.848841,East Lima
778209,1263 PURUCHUCO,150103,65,95.588235,632.13899,East Lima
834960,MANUEL GONZALES PRADA,150103,125,100.0,655.430377,East Lima
834994,1264 JUAN ANDRES VIVANCO AMORIN,150103,118,99.159664,669.747843,East Lima
835025,1262 EL AMAUTA JOSE C. MARIATEGUI,150103,98,98.989899,659.50489,East Lima
835058,1265 SANTA ROSA DE LIMA,150103,47,90.384615,626.144531,East Lima
1044999,1268 GUSTAVO MOHME LLONA,150103,108,93.913043,559.266714,East Lima
1045079,1270 JUAN EL BAUTISTA,150103,64,100.0,650.774226,East Lima
1045111,1271,150103,41,91.111111,498.813705,East Lima
1045194,1279,150103,81,93.103448,675.536929,East Lima
1045277,1281,150103,21,91.304348,569.206729,East Lima
1045319,1283 OKINAWA,150103,66,91.666667,584.513088,East Lima
1045392,1285 MUNICIPAL AMAUTA II,150103,43,93.478261,555.142296,East Lima
1065903,1287 VICTOR ANDRES BELAUNDE,150103,23,79.310345,583.594989,East Lima
1268150,FE Y ALEGRIA 53,150103,85,92.391304,682.743919,East Lima
1507276,1288 ALBERT EINSTEIN,150103,26,89.655172,677.905542,East Lima
1507318,1289,150103,34,100.0,711.60052,East Lima
1509496,1290 NUEVA AMERICA,150103,47,97.916667,611.11776,East Lima
317511,0082 LA CANTUTA,150134,34,100.0,655.006637,High income Lima
317529,0083 SAN JUAN MASIAS,150134,152,96.815287,631.745955,High income Lima
318766,1128 SAN LUIS,150134,51,87.931034,587.012362,High income Lima
318865,1133 SANTISIMA VIRGEN DE FATIMA,150134,115,92.0,669.380509,High income Lima
320143,MADRE ADMIRABLE,150134,131,95.620438,637.932676,High income Lima
494989,1204 VILLA JARDIN,150134,87,95.604396,700.144662,High income Lima
514869,1216 MIGUEL GRAU SEMINARIO,150134,96,86.486486,672.22874,High income Lima
649830,LOS EDUCADORES,150134,57,91.935484,722.83552,High income Lima
317610,1051 EL OLIVAR,150131,52,98.113208,632.171029,High income Lima
317941,1071 ALFONSO UGARTE,150131,65,92.857143,629.3233,High income Lima
317750,1059 MARIA INMACULADA,150116,107,96.396396,608.627074,High income Lima
317933,1070 MELITON CARVAJAL,150116,97,97.979798,652.062683,High income Lima
915504,1057 JOSE BAQUIJANO Y CARRILLO,150116,40,97.560976,664.794568,High income Lima
318048,1088 FRANCISCO BOLOGNESI,150120,48,96.0,635.380402,High income Lima
318063,1094 JACARANDA,150120,42,93.333333,565.230533,High income Lima
318089,1090 CRNL FAP MARCO ANTONIO SCHENONE OLIVA,150120,33,97.058824,611.132864,High income Lima
318212,1099 COMP EDUC EXP AUGUSTO PEREZ ARANIBAR,150120,22,91.666667,578.404966,High income Lima
318287,1104 CRNEL. FAP VICTOR MALDONADO BEGAZO,150120,91,97.849462,678.877448,High income Lima
319319,1214 SEÑOR DE LOS MILAGROS,150120,46,93.877551,623.747866,High income Lima
1234780,012 REPUBLICA DOMINICANA,150120,13,92.857143,544.441224,High income Lima
318204,1098 CAP FAP JOSE ABELARDO QUIÑONES,150113,67,95.714286,651.882625,High income Lima
824813,TERESA GONZALES DE FANNING,150113,102,95.327103,655.881808,High income Lima
318949,1137 JOSE ANTONIO ENCINAS,150137,119,91.538462,655.515063,East Lima
466334,0096,150137,42,100.0,628.44027,East Lima
466342,0097 PATRICIA ANTONIA LOPEZ,150137,40,97.560976,615.108246,East Lima
512327,1210 SAN MARCOS,150137,66,98.507463,634.647018,East Lima
512426,1211 JOSE MARIA ARGUEDAS,150137,71,95.945946,653.11008,East Lima
518340,129 YAMAGUCHI,150137,121,100.0,583.187295,East Lima
527374,1221 MARIA PARADO DE BELLIDO,150137,90,84.90566,633.070579,East Lima
527572,1219 JOSE CARLOS MARIATEGUI,150137,66,94.285714,705.298029,East Lima
542829,1225 MARIANO MELGAR,150137,98,94.230769,618.898571,East Lima
543207,0124 GLORIOSA LEGION CACERES,150137,43,100.0,595.337441,East Lima
543306,123 LOS ARBOLES,150137,67,88.157895,576.044144,East Lima
556357,0108 SANTA ROSA DE QUIVES,150137,67,94.366197,608.264319,East Lima
556456,106 ABRAHAM VALDELOMAR,150137,116,99.145299,623.467952,East Lima
556555,107 DANIEL ALCIDES CARRION GARCIA,150137,161,93.063584,617.767887,East Lima
587121,133 JULIO CESAR TELLO,150137,52,88.135593,694.986925,East Lima
765107,1253 FRANCISCO BOLOGNESI,150137,44,95.652174,658.213818,East Lima
765131,1256 ALFONSO UGARTE,150137,108,99.082569,644.354907,East Lima
1008218,JUAN VALER SANDOVAL,150137,30,93.75,602.370689,East Lima
1039940,1273 MI PERU,150137,86,91.489362,705.387166,East Lima
1062942,0101 SHUJI KITAMURA,150137,176,97.777778,730.439486,East Lima
1505759,HORACIO ZEBALLOS GAMES,150137,69,100.0,628.330432,East Lima
319046,1188 JUAN PABLO II,150107,22,91.666667,663.464936,East Lima
319061,1189 ALBERTO RIVERA Y PIEROLA,150107,82,93.181818,663.336106,East Lima
319129,1192 FLORENTINO PRAT,150107,49,100.0,643.494371,East Lima
319269,1199 MRCAL RAMON CASTILLA,150107,94,92.156863,638.02202,East Lima
512129,1217 JORGE BASADRE,150107,53,100.0,608.363481,East Lima
526376,1218 SAN LUIS MARIA DE MONTFORT,150107,34,97.142857,706.625534,East Lima
639526,787 ALMIRANTE MIGUEL GRAU,150107,60,100.0,586.990886,East Lima
639559,0053 SAN VICENTE DE PAUL,150107,30,96.774194,618.982844,East Lima
322453,7031 REINA DE LA FAMILIA,150141,22,84.615385,597.751876,High income Lima
327692,7012 JESUS DE LA MISERICORDIA,150141,57,86.363636,593.518068,High income Lima
327734,7014 VASIL LEVSKI,150141,82,97.619048,671.00804,High income Lima
327866,7022 ALBERT EINSTEIN,150141,87,92.553191,665.470332,High income Lima
327908,7024,150141,29,80.555556,680.348916,High income Lima
327965,7027 NUESTRA SEÑORA DE LA ALEGRIA,150141,34,79.069767,595.443012,High income Lima
327981,7028 MARCO A.SCHENONE OLIVA,150141,30,93.75,547.692629,High income Lima
328252,6049 RICARDO PALMA,150141,92,95.833333,718.773173,High income Lima
322503,7034 ENRIQUE NERINI COLLAZOS,150108,27,77.142857,587.251329,High income Lima
322529,6085 BRIGIDA SILVA DE OCHOA,150108,48,90.566038,689.363396,High income Lima
322537,7036 ANGELICA RECHARTE CORRALES,150108,82,76.635514,640.420779,High income Lima
322552,7037 ARIOSTO MATELLINI ESPINOZA,150108,108,96.428571,651.480748,High income Lima
322560,7038 CORAZON DE JESUS DE ARMATAMBO,150108,38,82.608696,551.702635,High income Lima
322644,7042 SANTA TERESA DE VILLA,150108,57,91.935484,647.905573,High income Lima
